source_group,repo_id,private,domain_type,total_size_mb,data_size_mb,video_size_mb,total_episodes,total_frames,total_tasks,total_hours,avg_seconds_per_episode,fps,observation_fps,action_fps,robot_type,embodiment_type,embodiment_confidence,embodiment_reason,action_dim,action_shape,state_dim,state_shape,visual_stream_count,visual_stream_keys,visual_dimensions,visual_dtypes,text_annotation_extent,task_text_present,task_text_count,task_text_examples,temporal_dense_present,temporal_sparse_present,language_feature_keys,readme_url,dataset_url,generation_error
official_lerobot,lerobot/behavior1k-task0045,False,unknown,600.0,100.0,500.0,200,1828971,1,16.935,304.83,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Take the two hot dogs out of the refrigerator in the kitchen and cook them in the microwave until both are cooked.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0045/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0045,
official_lerobot,lerobot/behavior1k-task0046,False,unknown,600.0,100.0,500.0,200,1535909,1,14.221,255.98,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Take the tray with six slices of bacon out of the refrigerator in the kitchen, cook all six slices in the frying pan on the stove until they're cooked, and make sure the refrigerator is closed when you're done.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0046/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0046,
official_lerobot,lerobot/behavior1k-task0047,False,unknown,600.0,100.0,500.0,200,2491046,1,23.065,415.17,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the kitchen, take the two apple pies from the plates on the countertop, put each pie into a separate tupperware container taken from the cabinet, place both tupperwares inside the refrigerator, close the refrigerator, and leave them until the pies are frozen.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0047/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0047,
official_lerobot,lerobot/behavior1k-task0048,False,unknown,600.0,100.0,500.0,200,4595098,1,42.547,765.85,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the kitchen, open the refrigerator and the cabinet. Take the steak and the pineapple out of the refrigerator and take two bowls from the cabinet. On the chopping board on the countertop, use the carving knife to dice the steak and to dice the pineapple. Put only the diced steak into one bowl and only the diced pineapple into the other bowl - do not mix them. Place both bowls back inside the cabinet, then close the refrigerator and close the cabinet.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0048/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0048,
official_lerobot,lerobot/behavior1k-task0049,False,unknown,600.0,100.0,500.0,200,3837385,1,35.531,639.56,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Make a pizza on the cookie sheet in the kitchen: take the grated cheese, the four pieces of pepperoni, and the two mushrooms from their tupperware containers in the refrigerator; chop the Vidalia onion on the chopping board with the knife, and also chop the two whole mushrooms in half; top the pizza dough that's already on the cookie sheet with the cheese, pepperoni, halved mushrooms, and chopped onion; bake it in the oven until it becomes a pizza, and leave the finished pizza on the cookie sheet.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0049/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0049,
official_lerobot,lerobot/berkeley_autolab_ur5,False,unknown,600.0,100.0,500.0,1000,97939,5,5.441,19.59,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,3,observation.images.image_with_depth | observation.images.image | observation.images.hand_image,observation.images.image_with_depth:480x640x3 | observation.images.image:480x640x3 | observation.images.hand_image:480x640x3,video | video | video,multi_task_instruction,True,5,sweep the green cloth to the left side of the table | put the ranch bottle into the pot | pick up the blue cup and put it into the brown cup.,False,False,,https://huggingface.co/datasets/lerobot/berkeley_autolab_ur5/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_autolab_ur5,
official_lerobot,lerobot/berkeley_cable_routing,False,unknown,300.0,100.0,200.0,1647,42328,1,1.176,2.57,10.0,10.0,10.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,4,observation.images.top_image | observation.images.wrist225_image | observation.images.wrist45_image | observation.images.image,observation.images.top_image:128x128x3 | observation.images.wrist225_image:128x128x3 | observation.images.wrist45_image:128x128x3 | observation.images.image:128x128x3,video | video | video | video,single_task_instruction,True,1,route cable,False,False,,https://huggingface.co/datasets/lerobot/berkeley_cable_routing/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_cable_routing,
official_lerobot,lerobot/berkeley_fanuc_manipulation,False,unknown,600.0,100.0,500.0,415,62613,32,1.739,15.09,10.0,10.0,10.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,2,observation.images.image | observation.images.wrist_image,observation.images.image:224x224x3 | observation.images.wrist_image:224x224x3,video | video,multi_task_instruction,True,32,Pick up the screw driver and place it in the box. | Close the laptop. | Pick up the object and place it in the box.,False,False,,https://huggingface.co/datasets/lerobot/berkeley_fanuc_manipulation/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_fanuc_manipulation,
official_lerobot,lerobot/berkeley_gnm_cory_hall,False,unknown,300.0,100.0,200.0,7331,156012,1,8.667,4.26,5.0,5.0,5.0,unknown,mobile_robot,medium,repo/readme indicates mobile robot,7,7,9,9,1,observation.images.image,observation.images.image:64x86x3,video,single_task_instruction,True,1,Navigate to the goal.,False,False,,https://huggingface.co/datasets/lerobot/berkeley_gnm_cory_hall/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_gnm_cory_hall,
official_lerobot,lerobot/berkeley_gnm_recon,False,unknown,300.0,100.0,200.0,11834,610907,1,56.565,17.21,3.0,3.0,3.0,unknown,mobile_robot,medium,repo/readme indicates mobile robot,7,7,9,9,1,observation.images.image,observation.images.image:120x160x3,video,single_task_instruction,True,1,Navigate to the goal.,False,False,,https://huggingface.co/datasets/lerobot/berkeley_gnm_recon/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_gnm_recon,
official_lerobot,lerobot/berkeley_gnm_sac_son,False,unknown,300.0,100.0,200.0,2955,241059,1,6.696,8.16,10.0,10.0,10.0,unknown,mobile_robot,medium,repo/readme indicates mobile robot,7,7,8,8,1,observation.images.image,observation.images.image:120x160x3,video,single_task_instruction,True,1,Navigate to the goal.,False,False,,https://huggingface.co/datasets/lerobot/berkeley_gnm_sac_son/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_gnm_sac_son,
official_lerobot,lerobot/berkeley_mvp,False,unknown,600.0,100.0,500.0,480,45308,6,2.517,18.88,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,8,8,15,15,1,observation.images.hand_image,observation.images.hand_image:480x640x3,video,multi_task_instruction,True,6,pick fruit | pick detergent from the sink | reach red block,False,False,,https://huggingface.co/datasets/lerobot/berkeley_mvp/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_mvp,
official_lerobot,lerobot/berkeley_rpt,False,unknown,600.0,100.0,500.0,908,392578,4,3.635,14.41,30.0,30.0,30.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,8,8,8,8,1,observation.images.hand_image,observation.images.hand_image:480x640x3,video,multi_task_instruction,True,4,stack cube | pick an object from the bin | destack cube,False,False,,https://huggingface.co/datasets/lerobot/berkeley_rpt/blob/main/README.md,https://huggingface.co/datasets/lerobot/berkeley_rpt,
official_lerobot,lerobot/cmu_franka_exploration_dataset,False,unknown,600.0,100.0,500.0,199,1990,3,0.055,1.0,10.0,10.0,10.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,2,observation.images.image | observation.images.highres_image,observation.images.image:64x64x3 | observation.images.highres_image:480x640x3,video | video,multi_task_instruction,True,3,lift the knife | lift the vegetable | open the cabinet,False,False,,https://huggingface.co/datasets/lerobot/cmu_franka_exploration_dataset/blob/main/README.md,https://huggingface.co/datasets/lerobot/cmu_franka_exploration_dataset,
official_lerobot,lerobot/cmu_play_fusion,False,unknown,600.0,100.0,500.0,576,235922,44,13.107,81.92,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,1,observation.images.image,observation.images.image:128x128x3,video,multi_task_instruction,True,44,"pick banana and place in pink bowl | pick pot and place in sink | open oven, then pick pineapple and place insid oven",False,False,,https://huggingface.co/datasets/lerobot/cmu_play_fusion/blob/main/README.md,https://huggingface.co/datasets/lerobot/cmu_play_fusion,
official_lerobot,lerobot/cmu_stretch,False,unknown,600.0,100.0,500.0,135,25016,5,1.39,37.06,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,8,8,4,4,1,observation.images.image,observation.images.image:128x128x3,video,multi_task_instruction,True,5,open drawer | lift up a lid from the pot | lift open green garbage can lid,False,False,,https://huggingface.co/datasets/lerobot/cmu_stretch/blob/main/README.md,https://huggingface.co/datasets/lerobot/cmu_stretch,
official_lerobot,lerobot/columbia_cairlab_pusht_real,False,real,600.0,100.0,500.0,136,27808,1,0.772,20.45,10.0,10.0,10.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,7,7,8,8,2,observation.images.wrist_image | observation.images.image,observation.images.wrist_image:240x320x3 | observation.images.image:240x320x3,video | video,single_task_instruction,True,1,The task requires pushing a T-shaped block (gray) to a fixed target (green) with a circular end-effector (blue). Both observation and control frequencies are 10Hz.,False,False,,https://huggingface.co/datasets/lerobot/columbia_cairlab_pusht_real/blob/main/README.md,https://huggingface.co/datasets/lerobot/columbia_cairlab_pusht_real,
official_lerobot,lerobot/config_examples,False,sim,0.03,,,,,,,,,,,,unknown,low,meta/info.json missing,,,,,0,,,,unknown,False,,,False,False,,https://huggingface.co/datasets/lerobot/config_examples/blob/main/README.md,https://huggingface.co/datasets/lerobot/config_examples,missing meta/info.json
official_lerobot,lerobot/conq_hose_manipulation,False,unknown,300.0,100.0,200.0,139,8277,3,0.077,1.98,30.0,30.0,30.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,7,7,68,68,3,observation.images.frontright_fisheye_image | observation.images.hand_color_image | observation.images.frontleft_fisheye_image,observation.images.frontright_fisheye_image:726x604x3 | observation.images.hand_color_image:480x640x3 | observation.images.frontleft_fisheye_image:726x604x3,video | video | video,multi_task_instruction,True,3,grasp hose | pick up the pillow and place it on the couch | vacuum the floor,False,False,,https://huggingface.co/datasets/lerobot/conq_hose_manipulation/blob/main/README.md,https://huggingface.co/datasets/lerobot/conq_hose_manipulation,
official_lerobot,lerobot/dlr_edan_shared_control,False,unknown,600.0,100.0,500.0,104,8928,14,0.496,17.17,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,7,7,1,observation.images.image,observation.images.image:360x640x3,video,multi_task_instruction,True,13,pick the tube | pick the cube | pick the green apple,False,False,,https://huggingface.co/datasets/lerobot/dlr_edan_shared_control/blob/main/README.md,https://huggingface.co/datasets/lerobot/dlr_edan_shared_control,
official_lerobot,lerobot/dlr_sara_grid_clamp,False,real,600.0,100.0,500.0,107,7622,1,0.423,14.25,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,12,12,1,observation.images.image,observation.images.image:480x640x3,video,single_task_instruction,True,1,Place grid clamp,False,False,,https://huggingface.co/datasets/lerobot/dlr_sara_grid_clamp/blob/main/README.md,https://huggingface.co/datasets/lerobot/dlr_sara_grid_clamp,
official_lerobot,lerobot/dlr_sara_pour,False,unknown,600.0,100.0,500.0,100,12971,1,0.721,25.94,5.0,5.0,5.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,6,6,1,observation.images.image,observation.images.image:480x640x3,video,single_task_instruction,True,1,Pour into the mug,False,False,,https://huggingface.co/datasets/lerobot/dlr_sara_pour/blob/main/README.md,https://huggingface.co/datasets/lerobot/dlr_sara_pour,
official_lerobot,lerobot/droid_1.0.1,False,unknown,600.0,100.0,500.0,95617,27618651,49611,511.456,19.26,15.0,15.0,15.0,Franka,single_arm,high,robot_type=franka,8,8,8,8,3,observation.images.wrist_left | observation.images.exterior_1_left | observation.images.exterior_2_left,observation.images.wrist_left:180x320x3 | observation.images.exterior_1_left:180x320x3 | observation.images.exterior_2_left:180x320x3,video | video | video,multi_task_instruction+language_fields,True,49610,Put the blue block in the green bowl | Move the bottom right tip of the duvet to the left | Pick up the longer upright white container from the table and put it in the orange plastic bag,False,False,building | collector_id | date | language_instruction | language_instruction_2 | language_instruction_3 | task_category,https://huggingface.co/datasets/lerobot/droid_1.0.1/blob/main/README.md,https://huggingface.co/datasets/lerobot/droid_1.0.1,
official_lerobot,lerobot/droid_100,False,unknown,600.0,100.0,500.0,100,32212,47,0.597,21.47,15.0,15.0,15.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,7,7,3,observation.images.exterior_image_1_left | observation.images.exterior_image_2_left | observation.images.wrist_image_left,observation.images.exterior_image_1_left:180x320x3 | observation.images.exterior_image_2_left:180x320x3 | observation.images.wrist_image_left:180x320x3,video | video | video,multi_task_instruction,True,46,Put the marker in the pot | Put the candy bar on the left side of the first shelf | Put one green sachet in the grey bowl.,False,False,,https://huggingface.co/datasets/lerobot/droid_100/blob/main/README.md,https://huggingface.co/datasets/lerobot/droid_100,
official_lerobot,lerobot/example_hil_serl_dataset,False,unknown,600.0,100.0,500.0,15,608,1,0.017,4.05,10.0,10.0,10.0,,unknown,low,no strong embodiment signal found,4,4,18,18,1,observation.images.top,observation.images.top:3x128x128,video,none,False,0,,False,False,,https://huggingface.co/datasets/lerobot/example_hil_serl_dataset/blob/main/README.md,https://huggingface.co/datasets/lerobot/example_hil_serl_dataset,
official_lerobot,lerobot/fmb,False,unknown,300.0,100.0,200.0,1804,338188,24,9.394,18.75,10.0,10.0,10.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,7,7,8,8,4,observation.images.image_side_1 | observation.images.image_side_2 | observation.images.image_wrist_1 | observation.images.image_wrist_2,observation.images.image_side_1:256x256x3 | observation.images.image_side_2:256x256x3 | observation.images.image_wrist_1:256x256x3 | observation.images.image_wrist_2:256x256x3,video | video | video | video,multi_task_instruction,True,24,Pick up the blue object. | Move up. | Move to above the board.,False,False,,https://huggingface.co/datasets/lerobot/fmb/blob/main/README.md,https://huggingface.co/datasets/lerobot/fmb,
official_lerobot,lerobot/full_folding,False,unknown,300.0,100.0,200.0,5688,14129038,1,130.824,82.8,30.0,30.0,30.0,openarms_follower,unknown,low,no strong embodiment signal found,16,16,16,16,3,observation.images.left_wrist | observation.images.right_wrist | observation.images.base,observation.images.left_wrist:720x1280x3 | observation.images.right_wrist:720x1280x3 | observation.images.base:480x640x3,video | video | video,single_task_instruction,True,1,Fold the T-shirt properly,False,False,,https://huggingface.co/datasets/lerobot/full_folding/blob/main/README.md,https://huggingface.co/datasets/lerobot/full_folding,
official_lerobot,lerobot/high_quality_folding,False,unknown,300.0,100.0,200.0,1200,3254196,1,30.131,90.39,30.0,30.0,30.0,openarms_follower,unknown,low,no strong embodiment signal found,16,16,16,16,3,observation.images.left_wrist | observation.images.right_wrist | observation.images.base,observation.images.left_wrist:720x1280x3 | observation.images.right_wrist:720x1280x3 | observation.images.base:480x640x3,video | video | video,single_task_instruction,True,1,Fold the T-shirt properly,False,False,,https://huggingface.co/datasets/lerobot/high_quality_folding/blob/main/README.md,https://huggingface.co/datasets/lerobot/high_quality_folding,
official_lerobot,lerobot/iamlab_cmu_pickup_insert,False,unknown,300.0,100.0,200.0,631,146241,7,2.031,11.59,20.0,20.0,20.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,2,observation.images.image | observation.images.wrist_image,observation.images.image:360x640x3 | observation.images.wrist_image:240x320x3,video | video,multi_task_instruction,True,7,Pick up green block. | Pick up pink flower. | Insert greeen block.,False,False,,https://huggingface.co/datasets/lerobot/iamlab_cmu_pickup_insert/blob/main/README.md,https://huggingface.co/datasets/lerobot/iamlab_cmu_pickup_insert,
official_lerobot,lerobot/imperialcollege_sawyer_wrist_cam,False,unknown,300.0,100.0,200.0,170,7148,17,0.397,8.41,5.0,5.0,5.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,8,8,1,1,2,observation.images.image | observation.images.wrist_image,observation.images.image:64x64x3 | observation.images.wrist_image:64x64x3,video | video,multi_task_instruction,True,17,insert toast | open lid | stack bowls,False,False,,https://huggingface.co/datasets/lerobot/imperialcollege_sawyer_wrist_cam/blob/main/README.md,https://huggingface.co/datasets/lerobot/imperialcollege_sawyer_wrist_cam,
official_lerobot,lerobot/jaco_play,False,unknown,600.0,100.0,500.0,1085,77965,89,2.166,7.19,10.0,10.0,10.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,2,observation.images.image | observation.images.image_wrist,observation.images.image:224x224x3 | observation.images.image_wrist:224x224x3,video | video,multi_task_instruction,True,89,pick up the butter dairy | place the milk dairy in the blue bowl | pick up the orange fruit,False,False,,https://huggingface.co/datasets/lerobot/jaco_play/blob/main/README.md,https://huggingface.co/datasets/lerobot/jaco_play,
official_lerobot,lerobot/kaist_nonprehensile,False,unknown,600.0,100.0,500.0,201,32429,193,0.901,16.13,10.0,10.0,10.0,unknown,single_arm,medium,action/state dimension matches common single-arm control,7,7,8,8,1,observation.images.image,observation.images.image:480x640x3,video,multi_task_instruction,True,193,flip a toy table and push backward | Topple a SPAM can | Pull a cup,False,False,,https://huggingface.co/datasets/lerobot/kaist_nonprehensile/blob/main/README.md,https://huggingface.co/datasets/lerobot/kaist_nonprehensile,
official_lerobot,lerobot/kitchen,False,unknown,600.0,100.0,500.0,1,169,1,0.002,5.63,30.0,30.0,30.0,unknown,unknown,low,no strong embodiment signal found,,,,,1,observation.image,observation.image:1080x1920x3,image,single_task_instruction,True,1,dummy task,False,False,,https://huggingface.co/datasets/lerobot/kitchen/blob/main/README.md,https://huggingface.co/datasets/lerobot/kitchen,
official_lerobot,lerobot/koch_pick_place_1_lego,False,unknown,300.0,100.0,200.0,102,39693,1,0.368,12.97,30.0,30.0,30.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,6,6,6,6,2,observation.images.laptop | observation.images.phone,observation.images.laptop:480x640x3 | observation.images.phone:480x640x3,video | video,single_task_instruction,True,1,"""Pick the lego blocks and place them in the box""",False,False,,https://huggingface.co/datasets/lerobot/koch_pick_place_1_lego/blob/main/README.md,https://huggingface.co/datasets/lerobot/koch_pick_place_1_lego,
official_lerobot,lerobot/koch_pick_place_1_lego_raph,False,unknown,300.0,100.0,200.0,100,32951,1,0.305,10.98,30.0,30.0,30.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,6,6,6,6,2,observation.images.laptop | observation.images.phone,observation.images.laptop:480x640x3 | observation.images.phone:480x640x3,video | video,single_task_instruction,True,1,Pick the lego blocks and place them in the box,False,False,,https://huggingface.co/datasets/lerobot/koch_pick_place_1_lego_raph/blob/main/README.md,https://huggingface.co/datasets/lerobot/koch_pick_place_1_lego_raph,
official_lerobot,lerobot/koch_pick_place_5_lego,False,unknown,300.0,100.0,200.0,50,37972,1,0.352,25.31,30.0,30.0,30.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,6,6,6,6,2,observation.images.laptop | observation.images.phone,observation.images.laptop:480x640x3 | observation.images.phone:480x640x3,video | video,single_task_instruction,True,1,Pick the lego blocks and place them in the box,False,False,,https://huggingface.co/datasets/lerobot/koch_pick_place_5_lego/blob/main/README.md,https://huggingface.co/datasets/lerobot/koch_pick_place_5_lego,
official_lerobot,lerobot/koch_pick_place_5_lego_random_pose,False,unknown,300.0,100.0,200.0,50,36013,1,0.333,24.01,30.0,30.0,30.0,unknown,single_arm,medium,repo naming suggests single-arm manipulation,6,6,6,6,2,observation.images.laptop | observation.images.phone,observation.images.laptop:480x640x3 | observation.images.phone:480x640x3,video | video,single_task_instruction,True,1,Pick the lego blocks and place them in the box,False,False,,https://huggingface.co/datasets/lerobot/koch_pick_place_5_lego_random_pose/blob/main/README.md,https://huggingface.co/datasets/lerobot/koch_pick_place_5_lego_random_pose,
official_lerobot,lerobot/libero,False,unknown,600.0,100.0,500.0,1693,273465,40,7.596,16.15,10.0,10.0,10.0,panda,single_arm,high,robot_type=panda,7,7,8,8,2,observation.images.image | observation.images.image2,observation.images.image:256x256x3 | observation.images.image2:256x256x3,video | video,multi_task_instruction,True,40,put the white mug on the left plate and put the yellow and white mug on the right plate | put the white mug on the plate and put the chocolate pudding to the right of the plate | put the yellow and white mug in the microwave and close it,False,False,,https://huggingface.co/datasets/lerobot/libero/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero,
official_lerobot,lerobot/libero-assets,False,unknown,402.76,,,,,,,,,,,,unknown,low,meta/info.json missing,,,,,0,,,,unknown,False,,,False,False,,https://huggingface.co/datasets/lerobot/libero-assets/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero-assets,missing meta/info.json
official_lerobot,lerobot/libero_10,False,unknown,600.0,100.0,500.0,379,101469,10,2.819,26.77,10.0,10.0,10.0,panda,single_arm,high,robot_type=panda,7,7,8,8,2,observation.images.image | observation.images.wrist_image,observation.images.image:256x256x3 | observation.images.wrist_image:256x256x3,video | video,multi_task_instruction,True,10,put the white mug on the left plate and put the yellow and white mug on the right plate | put the white mug on the plate and put the chocolate pudding to the right of the plate | put the yellow and white mug in the microwave and close it,False,False,,https://huggingface.co/datasets/lerobot/libero_10/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero_10,
official_lerobot,lerobot/libero_10_image,False,unknown,300.0,100.0,200.0,379,101469,10,2.819,26.77,10.0,10.0,10.0,panda,single_arm,high,robot_type=panda,7,7,8,8,2,observation.images.image | observation.images.wrist_image,observation.images.image:256x256x3 | observation.images.wrist_image:256x256x3,image | image,multi_task_instruction,True,10,put the white mug on the left plate and put the yellow and white mug on the right plate | put the white mug on the plate and put the chocolate pudding to the right of the plate | put the yellow and white mug in the microwave and close it,False,False,,https://huggingface.co/datasets/lerobot/libero_10_image/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero_10_image,
official_lerobot,lerobot/libero_10_image_subtask,False,unknown,600.0,100.0,500.0,500,138090,10,3.836,27.62,10.0,10.0,10.0,libero_panda,single_arm,medium,repo naming suggests single-arm manipulation,7,7,8,8,2,observation.images.image | observation.images.image2,observation.images.image:3x256x256 | observation.images.image2:3x256x256,image | image,multi_task_instruction,True,10,turn on the stove and put the moka pot on it | put the black bowl in the bottom drawer of the cabinet and close it | put the yellow and white mug in the microwave and close it,False,False,,https://huggingface.co/datasets/lerobot/libero_10_image_subtask/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero_10_image_subtask,
official_lerobot,lerobot/libero_10_subtask,False,unknown,600.0,100.0,500.0,500,138090,10,3.836,27.62,10.0,10.0,10.0,libero_panda,single_arm,medium,repo naming suggests single-arm manipulation,7,7,8,8,2,observation.images.image | observation.images.image2,observation.images.image:3x256x256 | observation.images.image2:3x256x256,video | video,multi_task_instruction,True,10,turn on the stove and put the moka pot on it | put the black bowl in the bottom drawer of the cabinet and close it | put the yellow and white mug in the microwave and close it,False,False,,https://huggingface.co/datasets/lerobot/libero_10_subtask/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero_10_subtask,
official_lerobot,lerobot/libero_goal_image,False,unknown,300.0,100.0,200.0,428,52042,10,1.446,12.16,10.0,10.0,10.0,panda,single_arm,high,robot_type=panda,7,7,8,8,2,observation.images.image | observation.images.wrist_image,observation.images.image:256x256x3 | observation.images.wrist_image:256x256x3,image | image,multi_task_instruction,True,10,put the bowl on the plate | put the wine bottle on the rack | open the top drawer and put the bowl inside,False,False,,https://huggingface.co/datasets/lerobot/libero_goal_image/blob/main/README.md,https://huggingface.co/datasets/lerobot/libero_goal_image,
